,traveled_kilometers,production_year,color,exhibition,adـtype,name_brand,car_name,fuel,engine_status,chassis_status,front_chassis,rear_chassis,body_status,insurance,gearbox,exchange,price
20,5000.0,1401.0,سفید صدفی,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,355000000.0
21,1600.0,1401.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,552000000.0
22,300000.0,1382.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,1.0,دنده‌ای,هستم,215000000.0
23,24000.0,1401.0,سفید,,,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,660000000.0
0,200000.0,2007.0,نقره‌ای,,فروشی,هیوندای سوناتا NF اتوماتیک 2400cc,hywndy swnt NF twmtykh 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,120000000.0
1,316000.0,1385.0,نوک‌مدادی,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,249000000.0
2,0.0,1402.0,سفید,کارن خودرو,,فونیکس تیگو 7 پرو,fwnykhs tygw 7 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,970000000.0
3,121000.0,1393.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,,دنده‌ای,,420000000.0
4,0.0,1402.0,سفید صدفی,ماژین موتور,,پژو 207i اتوماتیک,pjw 207i twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,11111111.0
5,0.0,1402.0,سفید,کارا خودرو سیمرغ ایرانیان,,کوییک دنده‌ای S,khwyykh dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,342000000.0
6,108000.0,1390.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,250000000.0
7,38000.0,1400.0,خاکستری,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,480000000.0
8,21000.0,1401.0,مشکی,,,هایما S7 پلاس,hym S7 pls,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,اتوماتیک,,480000000.0
9,118000.0,1395.0,سفید,,,برلیانس H320 دنده‌ای 1500cc,brlyns H320 dndhy 1500cc,,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,575000000.0
10,390000.0,1388.0,نقره‌ای,,فروشی,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,155000000.0
11,45000.0,1399.0,سفید,,فروشی,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,430000000.0
12,0.0,2017.0,سفید صدفی,,فروشی,تویوتا C-HR هیبرید,twywt C-HR hybryd,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
13,100000.0,1396.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,460000000.0
14,81000.0,1396.0,مشکی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,4.0,دنده‌ای,,360000000.0
15,300000.0,1398.0,سفید,اتو یوسف نژاد,,پژو 206 تیپ ۱,pjw 206 typ 1,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,11111111.0
16,0.0,1402.0,سفید,اتو یوسف نژاد,فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
17,0.0,1402.0,سبز,اتو یوسف نژاد,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
18,118000.0,2013.0,سفید,اتو یوسف نژاد,فروشی,تویوتا آریون اسپرت,twywt arywn sprt,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,800000000.0
19,0.0,1402.0,مشکی,اتو یوسف نژاد,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
20,0.0,2012.0,سفید,اتو یوسف نژاد,فروشی,بنز کلاس E E300,bnz khls E E300,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,400000000.0
21,0.0,1402.0,مشکی,اتو یوسف نژاد,فروشی,فونیکس تیگو 8 پرو,fwnykhs tygw 8 prw,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,150000000.0
22,111111.0,1402.0,مشکی,اتو یوسف نژاد,فروشی,ریسپکت پرایم,ryspkht prym,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
23,0.0,1402.0,مشکی,اتو یوسف نژاد,فروشی,فونیکس FX پرمیوم,fwnykhs FX prmywm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,11111111.0
0,81000.0,1389.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,142000000.0
1,161000.0,1394.0,نقره‌ای,,,رنو ساندرو اتوماتیک,rnw sndrw twmtykh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,اتوماتیک,هستم,815000000.0
2,111111.0,1386.0,آبی,,,زامیاد Z 24 دوگانه سوز,zmyd Z 24 dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,دوررنگ,8.0,دنده‌ای,,350000000.0
3,160000.0,2009.0,خاکستری,,فروشی,بنز کلاس S S500,bnz khls S S500,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,300000000.0
4,149000.0,2016.0,سفید صدفی,,فروشی,ام‌جی GS,mjy GS,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,390000000.0
5,300000.0,1384.0,مشکی,نمایندگی مدیران خودرو رودکی کد 399,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,,190000000.0
6,300000.0,1393.0,پوست‌پیازی,اتو یوسف نژاد,,پراید 111 SL,pryd 111 SL,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,,,11111111.0
7,50000.0,2016.0,سفید,آرتان خودرو سپنتا,,آلفارومئو 4C,alfrwmy'w 4C,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,800000000.0
8,124000.0,2009.0,مشکی,,فروشی,رنو مگان 2000cc,rnw mgn 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,50000000.0
9,190000.0,2005.0,سفید صدفی,,,تویوتا کمری گرند 4 سیلندر,twywt khmry grnd 4 sylndr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,920000000.0
10,315000.0,1388.0,خاکستری,,,پژو 206 تیپ ۳,pjw 206 typ 3,بنزینی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,9.0,دنده‌ای,,242000000.0
11,0.0,1402.0,سفید,اتو گالری افشار,فروشی,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,910000000.0
12,0.0,1402.0,مشکی,اتو گالری افشار,فروشی,هایما S7 پلاس,hym S7 pls,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,610000000.0
13,71000.0,1396.0,سفید,,,برلیانس H330 اتوماتیک 1500cc,brlyns H330 twmtykh 1500cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,اتوماتیک,,695000000.0
14,120000.0,2014.0,سفید,اتوگالری فریدنیا,,هیوندای سوناتا YF,hywndy swnt YF,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,11111111.0
15,83000.0,1398.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,250000000.0
16,55000.0,1396.0,سفید,,,ام‌وی‌ام X22 اتوماتیک اسپرت اکسلنت,mwym X22 twmtykh sprt khslnt,,سالم,سالم و پلمپ,,,خط و خش جزیی,,اتوماتیک,,111111111.0
17,0.0,1402.0,سفید,اتوگالری درویش,فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,100000000.0
18,150000.0,1396.0,خاکستری,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,,440000000.0
19,424000.0,1389.0,زرد,,,سمند EL دوگانه سوز,smnd EL dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,صافکاری بی‌رنگ,1.0,دنده‌ای,,175000000.0
20,0.0,1402.0,آبی,کیان خودرو سعادت آباد,,زامیاد Z 24 دیزلی,zmyd Z 24 dyzly,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,11111111.0
21,1025.0,1402.0,سفید,,فروشی,کی‌ام‌سی J7,khymsy J7,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,820000000.0
22,355000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,,220000000.0
23,,,,,,,,,,,,,,,,,
0,284000.0,1388.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,3.0,دنده‌ای,,175000000.0
1,0.0,1401.0,سفید,,فروشی,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,830000000.0
2,62000.0,1396.0,سفید,,,ساینا دنده‌ای EX,syn dndhy EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,دنده‌ای,,280000000.0
3,300000.0,1384.0,سفید,,فروشی,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,1.0,دنده‌ای,,105000000.0
4,250000.0,1383.0,خاکستری,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,9.0,دنده‌ای,,215000000.0
5,0.0,1402.0,مشکی,گروه خودرویی رفیعی,فروشی,جک J4,jkh J4,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
6,0.0,1402.0,مشکی,دیانا خودرو,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,325000000.0
7,57000.0,1397.0,قرمز,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,484000000.0
8,124000.0,1396.0,سفید,,,برلیانس H230 دنده‌ای,brlyns H230 dndhy,,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,,506000000.0
9,750.0,1402.0,مشکی,,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,130000000.0
10,350000.0,1384.0,آلبالویی,,فروشی,مزدا 323 دنده‌ای,mzd 323 dndhy,,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,295000000.0
11,400000.0,1385.0,مشکی,,,پراید هاچبک,pryd hchbkh,بنزینی,,,رنگ‌شده,سالم و پلمپ,دوررنگ,1.0,دنده‌ای,,139000000.0
12,75000.0,1393.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,دنده‌ای,,198000000.0
13,70500.0,1396.0,سفید,,فروشی,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,245000000.0
14,152000.0,1386.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,,دنده‌ای,,285000000.0
15,70000.0,1396.0,خاکستری,,,ام‌وی‌ام X22 اتوماتیک اسپرت اکسلنت,mwym X22 twmtykh sprt khslnt,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,730000000.0
16,120000.0,1397.0,خاکستری,,,پژو 207i اتوماتیک,pjw 207i twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,590000000.0
17,180000.0,1388.0,سربی,,فروشی,سیتروئن زانتیا 2000cc,sytrwy'n znty 2000cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,8.0,دنده‌ای,,580000000.0
18,0.0,1401.0,خاکستری,,,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,610000000.0
19,90000.0,1399.0,سفید,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,387000000.0
20,50000.0,1398.0,نوک‌مدادی,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,485000000.0
21,110000.0,1384.0,زیتونی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,155000000.0
22,150000.0,2014.0,سفید,,,هیوندای سوناتا YF,hywndy swnt YF,,سالم,سالم و پلمپ,,,رنگ‌شدگی، در ۲ ناحیه,8.0,اتوماتیک,,50000000.0
23,310000.0,1381.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,سالم و بی‌خط و خش,3.0,دنده‌ای,,105000000.0
0,0.0,1402.0,مشکی,اتو پارک,,دیگنیتی,dygnyty,دوگانه‌سوز شرکتی,,,,,سالم و بی‌خط و خش,,,,111111111.0
1,0.0,1402.0,مشکی,اتو پارک,,فیدلیتی پرایم ۵ نفره,fydlyty prym 5 nfrh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
2,0.0,1402.0,مشکی,اتو پارک,,هایما S7 پلاس,hym S7 pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111114111.0
3,124000.0,2015.0,آلبالویی,,فروشی,چانگان CS35,chngn CS35,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,هستم,730000000.0
4,84000.0,1390.0,سفید,,فروشی,پراید 131 SL,pryd 131 SL,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,198000000.0
5,0.0,1402.0,سفید,مهراد خودرو,فروشی,دنا پلاس,dn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,678000000.0
6,300000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,,197000000.0
7,0.0,1401.0,مشکی,,,کی‌ام‌سی T8,khymsy T8,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,600000000.0
8,0.0,1400.0,سفید,افشار خودرو,,کوییک اتوماتیک R پلاس,khwyykh twmtykh R pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,430000000.0
9,22000.0,1401.0,مشکی,,,مکث موتور کلوت دنده‌ای,mkhth mwtwr khlwt dndhy,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,111111111.0
10,190000.0,1380.0,نقره‌ای,,,دوو ماتیز,dww mtyz,,سالم,سالم و پلمپ,,,دوررنگ,2.0,دنده‌ای,,115000000.0
11,89000.0,1396.0,سفید صدفی,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,,468000000.0
12,91000.0,1395.0,خاکستری,,فروشی,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,,410000000.0
13,100000.0,1398.0,سفید,کارن خودرو,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,270000000.0
14,0.0,1402.0,سفید,,,سمند سورن پلاس,smnd swrn pls,بنزینی,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,595000000.0
15,300000.0,1385.0,سفید,,,فولکس گل,fwlkhs gl,,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,1.0,دنده‌ای,هستم,210000000.0
16,187000.0,1391.0,آبی,,,پراید 111 SX,pryd 111 SX,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,6.0,دنده‌ای,هستم,21000000.0
17,103000.0,1398.0,سفید,,فروشی,وانت پراید 151 SE,wnt pryd 151 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,هستم,259000000.0
18,133000.0,1392.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,300000000.0
19,240000.0,2007.0,مشکی,,,تویوتا کرولا اتوماتیک XLI - 1800cc,twywt khrwl twmtykh XLI - 1800cc,,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,اتوماتیک,,50000000.0
20,90000.0,1396.0,سفید,کارو موتورز,فروشی,سوزوکی گرند ویتارا مونتاژ اتوماتیک 2400cc,swzwkhy grnd wytr mwntj twmtykh 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,80000000.0
21,0.0,1401.0,سفید,,,وانت پراید 151 SE,wnt pryd 151 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,275000000.0
22,228000.0,1383.0,مشکی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,5.0,دنده‌ای,,119000000.0
23,,,,,,,,,,,,,,,,,
0,7000.0,1401.0,سفید,,فروشی,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,500000000.0
1,0.0,1402.0,مشکی,اتو خطیب,فروشی,فیدلیتی پرایم ۵ نفره,fydlyty prym 5 nfrh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,800000000.0
2,0.0,1402.0,مشکی,اتو خطیب,فروشی,لاماری ایما,lmry ym,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
3,0.0,1402.0,مشکی,اتو خطیب,فروشی,دیگنیتی,dygnyty,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
4,0.0,1402.0,سفید,آدلی خودرو پرگاس,فروشی,کوییک دنده‌ای S,khwyykh dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,355000000.0
5,31.0,1402.0,سفید,,,پژو 207i دنده‌ای,pjw 207i dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,111111111.0
6,75000.0,2015.0,اطلسی,اتو کاربخش,,رنو کپچر,rnw khpchr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,450000000.0
7,254000.0,1390.0,سفید,,فروشی,رنو تندر 90 E2 بنزینی,rnw tndr 90 E2 bnzyny,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,315000000.0
8,45000.0,1397.0,سفید,,,ساینا دنده‌ای EX,syn dndhy EX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,,275000000.0
9,10000.0,1401.0,سفید,,,تیبا هاچبک SX,tyb hchbkh SX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,دنده‌ای,,315000000.0
10,300000.0,1388.0,خاکستری,,,سمند LX ساده,smnd LX sdh,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,268000000.0
11,77000.0,2016.0,مشکی,,فروشی,کیا سورنتو نسل سوم,khy swrntw nsl swm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,980000000.0
12,0.0,1402.0,مشکی,اتو پارک,,ریسپکت پرایم,ryspkht prym,,,سالم و پلمپ,,,سالم و بی‌خط و خش,,اتوماتیک,,111111111.0
13,0.0,1402.0,سفید,,,کوییک دنده‌ای S,khwyykh dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,380000000.0
14,360000.0,1384.0,نقره‌ای,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز دستی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,1.0,دنده‌ای,,100000000.0
15,319000.0,1391.0,سفید صدفی,,,سایر,syr,,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,180000000.0
16,175000.0,1393.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,315000000.0
17,176000.0,2013.0,زرد,,فروشی,هیوندای جنسیس کوپه,hywndy jnsys khwph,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,600000000.0
18,0.0,1402.0,مشکی,,فروشی,جک S3 اتوماتیک,jkh S3 twmtykh,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,190000000.0
19,0.0,1402.0,مشکی,اتو پارک,,فونیکس FX پرمیوم,fwnykhs FX prmywm,,,,,,سالم و بی‌خط و خش,,,,111111111.0
20,180000.0,1384.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,263000000.0
21,0.0,1402.0,سفید,هیراد خودرو,,وانت مزدا کارا دو کابین 2000cc,wnt mzd khr dw khbyn 2000cc,بنزینی,سالم,,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,550000000.0
22,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,
0,32.0,1401.0,مشکی,,فروشی,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,325000000.0
1,0.0,1402.0,سفید,,فروشی,فونیکس FX پرمیوم,fwnykhs FX prmywm,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,400000000.0
2,60000.0,1398.0,سفید,,فروشی,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,2.0,دنده‌ای,هستم,225000000.0
3,135000.0,1396.0,سفید,,,پراید 131 EX,pryd 131 EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,253000000.0
4,175000.0,1389.0,سفید,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,175000000.0
5,380000.0,1384.0,یشمی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,7.0,دنده‌ای,,135000000.0
6,0.0,1402.0,سفید,تیام خودرو پاسارگاد,فروشی,پژو 207i اتوماتیک MC,pjw 207i twmtykh MC,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,111111111.0
7,124000.0,1395.0,سفید,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,4.0,دنده‌ای,,330000000.0
8,157000.0,1381.0,یشمی,,,دوو ماتیز,dww mtyz,,نیاز به تعمیر,سالم و پلمپ,,,خط و خش جزیی,2.0,دنده‌ای,,100000000.0
9,250000.0,1392.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,380000000.0
10,87000.0,1395.0,خاکستری,,فروشی,کیا سراتو مونتاژ اتوماتیک آپشنال 2000cc,khy srtw mwntj twmtykh apshnl 2000cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,اتوماتیک,,100000000.0
11,0.0,1402.0,سفید,اداک خودرو مهر,فروشی,پژو 207i دنده‌ای,pjw 207i dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,545000000.0
12,0.0,1402.0,سفید,اداک خودرو مهر,فروشی,کوییک اتوماتیک فول,khwyykh twmtykh fwl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,415000000.0
13,140000.0,1395.0,سفید,,,ام‌وی‌ام 315 هاچبک اسپرت لاکچری,mwym 315 hchbkh sprt lkhchry,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,,دنده‌ای,,425000000.0
14,0.0,1402.0,آبی,,,زامیاد Z 24 دوگانه سوز آپشنال,zmyd Z 24 dwgnh swz apshnl,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,هستم,600000000.0
15,0.0,1401.0,مشکی,,,فیدلیتی پرایم ۷ نفره,fydlyty prym 7 nfrh,,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,15000000.0
16,105000.0,1397.0,سفید,,,لیفان 820,lyfn 820,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,اتوماتیک,هستم,200000000.0
