,traveled_kilometers,production_year,color,exhibition,adـtype,name_brand,car_name,fuel,engine_status,chassis_status,front_chassis,rear_chassis,body_status,insurance,gearbox,exchange,price
19,238000.0,1390.0,مشکی,,,ام‌وی‌ام 530,mwym 530,,سالم,سالم و پلمپ,,,دوررنگ,9.0,دنده‌ای,هستم,290000000.0
20,130000.0,1394.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,7.0,دنده‌ای,,200000000.0
21,154000.0,1391.0,سفید,,,پراید 131 SL,pryd 131 SL,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,,205000000.0
22,64000.0,1398.0,سفید صدفی,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,283000000.0
23,180000.0,1392.0,سفید,,,پژو پارس LX TU5,pjw prs LX TU5,بنزینی,سالم,,سالم و پلمپ,رنگ‌شده,سالم و بی‌خط و خش,5.0,دنده‌ای,,370000000.0
0,160000.0,1393.0,سفید,,,پژو پارس ساده,pjw prs sdh,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,هستم,320000000.0
1,54000.0,2017.0,سفید,,فروشی,لکسوس NX 300 H 300,lkhsws NX 300 H 300,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,اتوماتیک,,900000000.0
2,368000.0,1382.0,سفید,,,پراید سفری,pryd sfry,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,9.0,دنده‌ای,,80000000.0
3,185000.0,1389.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,310000000.0
4,300000.0,2007.0,سفید,,,سوزوکی گرند ویتارا اتوماتیک 2000cc,swzwkhy grnd wytr twmtykh 2000cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,اتوماتیک,,970000000.0
5,23400.0,1395.0,سفید,,فروشی,وانت آریسان دوگانه سوز,wnt arysn dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,260000000.0
6,0.0,1400.0,سفید,,,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,600000000.0
7,149000.0,2011.0,سفید صدفی,,,هیوندای سوناتا YF,hywndy swnt YF,,,سالم و پلمپ,,,رنگ‌شدگی، در ۲ ناحیه,,,,750000000.0
8,62000.0,1398.0,سفید,,فروشی,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,هستم,470000000.0
9,275000.0,1389.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,190000000.0
10,110000.0,1396.0,سفید,,,رنو تندر 90 E2 بنزینی,rnw tndr 90 E2 bnzyny,بنزینی,سالم,سالم و پلمپ,,,تمام‌رنگ,3.0,دنده‌ای,,450000000.0
11,0.0,1401.0,سفید,,,پژو پارس موتور جدید XU7P (سفارشی),pjw prs mwtwr jdyd XU7P (sfrshy),بنزینی,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,540000000.0
12,0.0,1402.0,سفید,,,دنا پلاس,dn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,910000000.0
13,122000.0,1395.0,سفید,,فروشی,دنا معمولی تیپ ۲,dn m`mwly typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,5.0,دنده‌ای,,485000000.0
14,200000.0,1394.0,سفید,,,پژو 206 تیپ ۵,pjw 206 typ 5,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,330000000.0
15,98000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,247000000.0
16,5.0,1402.0,کرم,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,365000000.0
17,335000.0,1382.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,سالم و پلمپ,ضربه‌خورده,رنگ‌شدگی,7.0,دنده‌ای,هستم,110000000.0
18,80000.0,2016.0,سفید,,,ام‌جی GS,mjy GS,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,9.0,اتوماتیک,,630000000.0
19,2800.0,1401.0,مشکی,,فروشی,دنا پلاس 6 دنده توربو,dn pls 6 dndh twrbw,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,830000000.0
20,96000.0,1396.0,زرد,,,سمند LX EF7 گازسوز,smnd LX EF7 gzswz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,,390000000.0
21,312000.0,1384.0,نقره‌ای,,,پژو 405 GLX - دوگانه سوز CNG,pjw 405 GLX - dwgnh swz CNG,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,190000000.0
22,55000.0,2017.0,سفید,,,کیا اپتیما GT Line 2400cc,khy ptym GT Line 2400cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,520000000.0
23,183000.0,1390.0,خاکستری,,,پژو 405 SLX بنزینی,pjw 405 SLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,9.0,دنده‌ای,,290000000.0
0,160000.0,1396.0,خاکستری,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,39000000.0
1,150000.0,1385.0,سرمه‌ای,,,رنو پی کی,rnw py khy,بنزینی,,سالم و پلمپ,,,رنگ‌شدگی,8.0,دنده‌ای,,110000000.0
2,3500.0,1401.0,سفید,,,شاهین G,shhyn G,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,هستم,22222222.0
3,68000.0,1399.0,سفید,,,سمند LX ساده,smnd LX sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,38000000.0
4,11111.0,1383.0,سفید,,,پیکان دوگانه سوز CNG,pykhn dwgnh swz CNG,دوگانه‌سوز شرکتی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,1.0,دنده‌ای,هستم,140000000.0
5,200000.0,1383.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,150000000.0
6,80000.0,1395.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,405000000.0
7,77000.0,1399.0,سفید,,,رانا پلاس,rn pls,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,هستم,111111111.0
8,113000.0,1397.0,سفید,,,پراید 132 SE,pryd 132 SE,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,هستم,220000000.0
9,53375.0,1397.0,نقرآبی,,,برلیانس کراس اتوماتیک 1650cc,brlyns khrs twmtykh 1650cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,2.0,اتوماتیک,,715000000.0
10,163000.0,1394.0,آبی,,,لیفان 620 1800cc,lyfn 620 1800cc,,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,430000000.0
11,250000.0,1393.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,350000000.0
12,415000.0,1383.0,مشکی,,,پراید صندوق‌دار CNG,pryd Sndwqdr CNG,دوگانه‌سوز دستی,سالم,,ضربه‌خورده,سالم و پلمپ,دوررنگ,7.0,دنده‌ای,,117000000.0
13,185000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,هستم,240000000.0
14,250000.0,1391.0,سفید,,,پراید 131 SL,pryd 131 SL,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,خط و خش جزیی,2.0,دنده‌ای,هستم,160000000.0
15,58100.0,1399.0,سفید,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,270000000.0
16,12500.0,1401.0,سفید,,فروشی,جک J4,jkh J4,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,750000000.0
17,234380.0,1386.0,نقره‌ای,,,رنو تندر 90 E1 بنزینی,rnw tndr 90 E1 bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,282000000.0
18,0.0,1402.0,مشکی,پیشران خودرو بردیا,,شاهین G,shhyn G,بنزینی,سالم,,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,575000000.0
19,187000.0,1396.0,سفید,,فروشی,وانت آریسان دوگانه سوز,wnt arysn dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,,262000000.0
20,45000.0,1396.0,آبی,,,سایر,syr,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,رنگ‌شدگی,5.0,دنده‌ای,هستم,390000000.0
21,13700.0,1400.0,آبی,,,زامیاد Z 24 دوگانه سوز آپشنال,zmyd Z 24 dwgnh swz apshnl,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,610000000.0
22,39000.0,1400.0,مشکی,,فروشی,دنا پلاس اتوماتیک,dn pls twmtykh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,اتوماتیک,,753000000.0
23,70000.0,1397.0,مشکی,,,دانگ فنگ H30 کراس,dng fng H30 khrs,بنزینی,سالم,,سالم و پلمپ,رنگ‌شده,سالم و بی‌خط و خش,6.0,اتوماتیک,,590000000.0
0,317000.0,1389.0,سفید,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,هستم,175000000.0
1,105000.0,1396.0,خاکستری,,فروشی,رانا LX,rn LX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,هستم,423000000.0
2,90.0,1401.0,مشکی,,,تارا دنده‌ای,tr dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,650000000.0
3,212000.0,1391.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,5.0,دنده‌ای,هستم,275000000.0
4,300000.0,1384.0,مشکی,,,پراید صندوق‌دار بنزینی,pryd Sndwqdr bnzyny,بنزینی,سالم,,ضربه‌خورده,,تصادفی,3.0,دنده‌ای,,75000000.0
5,51000.0,1397.0,سفید,,,بسترن B30,bstrn B30,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,7.0,اتوماتیک,,820000000.0
6,0.0,1401.0,سفید,,,پژو پارس موتور جدید XU7P (سفارشی),pjw prs mwtwr jdyd XU7P (sfrshy),بنزینی,,,,,سالم و بی‌خط و خش,,,,640000000.0
7,28000.0,1398.0,سفید,,,چانگان CS35 مونتاژ,chngn CS35 mwntj,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,اتوماتیک,,975000000.0
8,130000.0,1394.0,سفید,,,ام‌وی‌ام 315 هاچبک ساده,mwym 315 hchbkh sdh,,,سالم و پلمپ,,,سالم و بی‌خط و خش,,,,370000000.0
9,285000.0,1390.0,نوک‌مدادی,,,کیا ریو مونتاژ دنده‌ای,khy ryw mwntj dndhy,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,310000000.0
10,35000.0,1400.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,دنده‌ای,هستم,460000000.0
11,120000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,هستم,245000000.0
12,200000.0,1385.0,آبی,,,زامیاد Z 24 دوگانه سوز,zmyd Z 24 dwgnh swz,دوگانه‌سوز دستی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,هستم,320000000.0
13,97000.0,1396.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,245000000.0
14,324000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,رنگ‌شدگی,1.0,دنده‌ای,هستم,212000000.0
15,500000.0,1392.0,سفید,,,پراید 131 LE,pryd 131 LE,بنزینی,سالم,ضربه‌خورده,,,رنگ‌شدگی,7.0,دنده‌ای,,100000000.0
16,110000.0,1393.0,سرمه‌ای,,,تیبا صندوق‌دار EX,tyb Sndwqdr EX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,8.0,دنده‌ای,,252000000.0
17,172000.0,1395.0,سفید,,,پژو 206 SD V8,pjw 206 SD V8,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,,دنده‌ای,,415000000.0
18,12400.0,1400.0,سفید,,,کوییک دنده‌ای R,khwyykh dndhy R,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,305000000.0
19,90000.0,1394.0,نوک‌مدادی,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,111111111.0
20,290000.0,1390.0,سفید,,,پژو پارس دوگانه سوز,pjw prs dwgnh swz,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,هستم,370000000.0
21,500000.0,1379.0,آبی,,,زامیاد Z 24 بنزینی,zmyd Z 24 bnzyny,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,8.0,دنده‌ای,هستم,280000000.0
22,70000.0,2014.0,مشکی,,فروشی,تویوتا راوفور,twywt rwfwr,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,,750000000.0
23,41000.0,1399.0,سفید,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,2.0,دنده‌ای,,285000000.0
0,72000.0,1397.0,سفید,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,,,,سالم و بی‌خط و خش,1.0,,,390000000.0
1,62000.0,2015.0,زرد,,,ام‌جی 3,mjy 3,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,اتوماتیک,هستم,111111111.0
2,220000.0,1390.0,سفید,,,پیکان وانت,pykhn wnt,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,خط و خش جزیی,3.0,دنده‌ای,,225000000.0
3,230000.0,2012.0,نقره‌ای,,,تویوتا کمری GLX,twywt khmry GLX,,سالم,سالم و پلمپ,,,رنگ‌شدگی,2.0,اتوماتیک,,800000000.0
4,450000.0,1383.0,نقره‌ای,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,دوررنگ,1.0,دنده‌ای,,180000000.0
5,32000.0,1400.0,سفید,,,پژو 207i پانوراما دنده‌ای,pjw 207i pnwrm dndhy,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,8.0,دنده‌ای,,575000000.0
6,165000.0,1397.0,سفید,,,پراید 132 SE,pryd 132 SE,دوگانه‌سوز دستی,سالم,,,سالم و پلمپ,خط و خش جزیی,1.0,دنده‌ای,,225000000.0
7,358000.0,1384.0,سفید,,,سیتروئن زانتیا 2000cc,sytrwy'n znty 2000cc,,سالم,سالم و پلمپ,,,رنگ‌شدگی,9.0,دنده‌ای,هستم,315000000.0
8,303000.0,1388.0,نقره‌ای,,,پژو روآ بنزینی,pjw rwa bnzyny,بنزینی,سالم,,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی,8.0,دنده‌ای,,150000000.0
9,9200.0,1400.0,نوک‌مدادی,,,پژو 206 تیپ ۲,pjw 206 typ 2,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,525000000.0
10,41500.0,1399.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,5.0,,,430000000.0
11,65000.0,1398.0,نوک‌مدادی,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,هستم,268000000.0
12,108000.0,1395.0,سفید,,,پژو پارس سال,pjw prs sl,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,7.0,دنده‌ای,,360000000.0
13,107000.0,1397.0,خاکستری,,فروشی,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,6.0,دنده‌ای,,348000000.0
14,131000.0,1395.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,260000000.0
15,105000.0,1396.0,نوک‌مدادی,,,هایما S7 2000cc,hym S7 2000cc,,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,هستم,20000000.0
16,37000.0,1399.0,سفید,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,300000000.0
17,37000.0,1398.0,نوک‌مدادی,,,ساینا دنده‌ای EX,syn dndhy EX,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,4.0,دنده‌ای,,275000000.0
18,26000.0,1399.0,سفید,,,تیبا صندوق‌دار SX,tyb Sndwqdr SX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,دنده‌ای,,330000000.0
19,130000.0,1396.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,خط و خش جزیی,1.0,دنده‌ای,,220000000.0
20,300000.0,1389.0,نوک‌مدادی,,,پژو 206 تیپ ۳,pjw 206 typ 3,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,270000000.0
21,20000.0,1399.0,سفید,,,تیبا هاچبک EX,tyb hchbkh EX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,31000000.0
22,3729.0,1395.0,مشکی,,,رانا LX,rn LX,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,400000000.0
23,,,,,,,,,,,,,,,,,
0,26900.0,1397.0,خاکستری,,فروشی,دانگ فنگ H30 کراس,dng fng H30 khrs,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,6.0,اتوماتیک,,685000000.0
1,48000.0,1399.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,298000000.0
2,218000.0,1391.0,گیلاسی,,,سمند LX ساده,smnd LX sdh,دوگانه‌سوز شرکتی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,1.0,دنده‌ای,,280000000.0
3,73000.0,1393.0,نقره‌ای,,,پژو 405 GLX بنزینی,pjw 405 GLX bnzyny,بنزینی,سالم,,,سالم و پلمپ,رنگ‌شدگی,8.0,دنده‌ای,,300000000.0
4,35000.0,1397.0,سفید,,,پراید 131 SE,pryd 131 SE,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,3.0,دنده‌ای,,275000000.0
5,4000.0,1401.0,سفید,,,کوییک دنده‌ای ساده,khwyykh dndhy sdh,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,328000000.0
6,19000.0,1400.0,سفید,,فروشی,ساینا دنده‌ای S,syn dndhy S,بنزینی,سالم,سالم و پلمپ,,,سالم و بی‌خط و خش,4.0,دنده‌ای,,310000000.0
